"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Hugibert Getcliff","M",65,"2126",65,1958-03-29,"Product Engineer","Health","Mass Customer","Yes",17
"Karel Dimelow","F",65,"464",32,1958-03-23,NA,NA,"Mass Customer","Yes",10
"Garek Prattin","M",65,"312",44,1958-03-17,"Desktop Support Technician","Financial Services","Affluent Customer","Yes",6
"Hyatt Craine","M",65,"610",45,1958-03-16,"Help Desk Technician","Financial Services","Mass Customer","Yes",15
"Hilliary Littrell","F",65,"338",33,1958-03-14,NA,"Health","Mass Customer","No",19
"Engracia Newcom","F",65,"2293",70,1958-03-07,"Financial Advisor","Financial Services","Affluent Customer","No",16
"Lib Schohier","F",65,"3242",4,1958-03-07,"General Manager","Manufacturing","Affluent Customer","Yes",14
"Andonis Cochrane","M",65,"1506",21,1958-02-21,NA,"Property","Mass Customer","No",17
"Ramonda McKellar","F",65,"571",30,1958-02-15,"Assistant Media Planner","Entertainment","Mass Customer","No",6
"Faydra Dulieu","F",65,"154",90,1958-02-13,"Junior Executive",NA,"Mass Customer","No",11
"Rich Mathiasen","M",65,"84",78,1958-02-07,"Accountant III",NA,"Mass Customer","Yes",14
"Luca Cabotto","M",65,"3848",4,1958-01-13,"Structural Engineer",NA,"High Net Worth","No",13
"Craggy Loadsman","M",65,"516",23,1958-01-07,"Environmental Tech","Financial Services","Mass Customer","No",20
"Erie Ballston","M",65,"2089",93,1958-01-07,"Safety Technician I","Financial Services","High Net Worth","No",15
"Luigi Edgeworth","M",65,"3637",84,1958-01-01,NA,"Manufacturing","Affluent Customer","Yes",11
"Aldis Chazerand","M",66,"2870",99,1957-12-26,NA,NA,"Mass Customer","No",11
"Erwin Pendre","M",66,"436",75,1957-12-24,"Internal Auditor","IT","Mass Customer","No",18
"Jandy Pennazzi","F",66,"1395",83,1957-12-23,"VP Product Management",NA,"High Net Worth","Yes",16
"Simone Denys","M",66,"413",79,1957-12-22,"VP Quality Control",NA,"High Net Worth","Yes",19
"Donny Stiven","F",66,"2329",7,1957-12-19,"Computer Systems Analyst II","IT","Affluent Customer","No",20
"Micky Livings","F",66,"2500",35,1957-12-18,"Senior Developer","Property","High Net Worth","Yes",17
"Quinn Fulks","M",66,"568",32,1957-12-15,"VP Sales","Manufacturing","Mass Customer","No",13
"Kelbee Bernat","M",66,"2652",96,1957-12-15,"Biostatistician II",NA,"Affluent Customer","Yes",15
"Darda Kernocke","F",66,"828",93,1957-12-14,NA,"Health","Mass Customer","Yes",20
"Gherardo Lahy","M",66,"1881",61,1957-12-10,"Quality Control Specialist",NA,"Affluent Customer","Yes",12
"Jeramie Cellier","M",66,"214",82,1957-11-29,"Food Chemist","Health","Mass Customer","No",6
"Angil Ellesmere","F",66,"3154",63,1957-11-21,"Desktop Support Technician","Telecommunications","Mass Customer","Yes",19
"Gretel Chrystal","F",66,"3976",0,1957-11-20,"Internal Auditor",NA,"Affluent Customer","Yes",13
"Stefano Menhenitt","M",66,"1926",72,1957-11-15,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",10
"Keeley Winslet","F",66,"2348",2,1957-11-07,"Web Designer IV","Manufacturing","Mass Customer","No",16
"Coriss Casarino","F",66,"1383",81,1957-10-29,"Software Consultant","IT","Affluent Customer","No",8
"Mort Heath","M",66,"2041",52,1957-10-27,"VP Accounting","Financial Services","Mass Customer","No",17
"Alfy Bruhnke","M",66,"169",20,1957-10-19,"Data Coordiator","Telecommunications","High Net Worth","Yes",5
"Anatollo Stendell","M",66,"2614",65,1957-10-16,NA,"Retail","High Net Worth","No",18
"Odie Enrrico","M",66,"2442",8,1957-10-13,"Social Worker","Health","Affluent Customer","Yes",17
"Myles Pauncefort","M",66,"121",82,1957-10-02,"Graphic Designer","Manufacturing","Mass Customer","No",15
"Bing Vicar","M",66,"1350",10,1957-09-30,"Staff Scientist","Retail","Mass Customer","Yes",8
"Nickolai McChesney","M",66,"1874",17,1957-09-29,NA,"Argiculture","High Net Worth","Yes",7
"Oralia Gifford","F",66,"556",69,1957-09-08,"Junior Executive",NA,"Mass Customer","No",11
"Kendall Figg","M",66,"143",19,1957-09-01,"Operator","Argiculture","Mass Customer","Yes",11
"Udall Bellard","M",66,"209",9,1957-08-28,"Analog Circuit Design manager",NA,"Affluent Customer","Yes",6
"Melesa Priddy","F",66,"1385",39,1957-08-17,"Cost Accountant","Financial Services","Mass Customer","No",16
"Jaimie Halms","F",66,"311",86,1957-08-16,"Internal Auditor","Health","High Net Worth","No",12
"Nicole Johananoff","F",66,"343",76,1957-08-14,"Recruiter","Property","Affluent Customer","No",13
"Emmott Mercik","M",66,"1404",78,1957-07-30,"Chemical Engineer","Manufacturing","Mass Customer","Yes",14
"Quintana Merricks","F",66,"2405",16,1957-07-28,"Structural Analysis Engineer",NA,"Mass Customer","No",18
"Tam Jahner","M",66,"1572",51,1957-07-26,"Recruiting Manager","Financial Services","High Net Worth","Yes",16
"Esmeralda Klousner","F",66,"3712",22,1957-07-12,"Recruiting Manager","Financial Services","Mass Customer","No",19
"Lindsy Ygo","F",66,"3581",38,1957-07-10,NA,NA,"Mass Customer","Yes",6
"Roy Dunaway","M",66,"2470",70,1957-07-04,NA,"Argiculture","Mass Customer","No",13
"Domeniga Terney","F",66,"3517",47,1957-07-04,"Accounting Assistant IV",NA,"Mass Customer","Yes",6
"Shermy","M",66,"1469",77,1957-06-29,"Financial Advisor","Financial Services","Affluent Customer","Yes",14
"Ernst Hacon","M",66,"33",44,1957-06-25,"Product Engineer",NA,"Affluent Customer","Yes",11
"Lynna Revens","F",66,"2807",9,1957-06-18,"Senior Editor","Manufacturing","Mass Customer","Yes",11
"Merrielle Strafen","F",66,"2402",99,1957-06-07,"Cost Accountant","Financial Services","Mass Customer","Yes",8
"Curt Petrello","M",66,"1072",60,1957-06-01,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",8
"Shelia Bellew","F",66,"2304",65,1957-06-01,NA,NA,"Mass Customer","Yes",11
"Osmond McCamish","M",66,"2206",60,1957-05-25,"Structural Engineer","Financial Services","Affluent Customer","No",14
"Lorne Sabin","M",66,"2367",40,1957-05-22,"Electrical Engineer","Manufacturing","Mass Customer","Yes",16
"Alastair Van der Beken","M",66,"3248",32,1957-05-15,"Programmer Analyst II",NA,"Affluent Customer","No",5
"Wilma Budcock","F",66,"3872",14,1957-05-15,"Sales Representative","Retail","High Net Worth","Yes",12
"Shannen Pitcock","F",66,"3793",49,1957-05-12,"Engineer IV",NA,"Affluent Customer","Yes",15
"Sheela Nutton","F",66,"3690",86,1957-05-11,"Chemical Engineer","Manufacturing","Mass Customer","No",17
"Nolie Orring","F",66,"1009",16,1957-05-09,"Research Associate","Manufacturing","High Net Worth","Yes",13
"Nonie Newson","F",66,"3764",29,1957-05-06,"Cost Accountant","Financial Services","Mass Customer","Yes",15
"Tuckie","M",66,"3817",65,1957-05-02,"VP Product Management","Manufacturing","High Net Worth","No",13
"Gabriella","F",66,"1858",30,1957-04-26,"Senior Sales Associate","Manufacturing","High Net Worth","Yes",11
"Kelwin Goldsmith","M",66,"1988",27,1957-04-15,"Recruiting Manager","Property","Mass Customer","No",8
"Tracey Redsull","M",66,"3270",47,1957-04-12,"Administrative Officer","Financial Services","Mass Customer","Yes",5
"Alanna Geram","F",66,"2857",9,1957-04-05,"Biostatistician I","Manufacturing","Mass Customer","Yes",17
"Lorain Maliphant","F",66,"3683",67,1957-03-30,"Chief Design Engineer",NA,"Mass Customer","Yes",11
"Mathew Marousek","M",66,"3666",56,1957-03-27,"Statistician II","Health","High Net Worth","No",10
"Farlay Plevey","M",66,"2214",52,1957-03-26,NA,"Manufacturing","High Net Worth","Yes",8
"Hetty Thormann","F",66,"2734",35,1957-03-07,NA,"Manufacturing","High Net Worth","No",10
"L;urette Annott","F",66,"2347",79,1957-03-04,"Programmer Analyst I",NA,"High Net Worth","No",11
"Jehanna Sparhawk","F",66,"3462",96,1957-03-03,"Registered Nurse","Health","High Net Worth","No",17
"Dominic Gregoletti","M",66,"2282",81,1957-02-25,"Senior Financial Analyst","Financial Services","Affluent Customer","Yes",7
"Jamima Wainscot","F",66,"3606",52,1957-02-09,"Graphic Designer",NA,"High Net Worth","No",15
"Hube Weald","M",66,"200",7,1957-02-04,"Physical Therapy Assistant","Property","Affluent Customer","Yes",19
"Stanislas Baildon","M",66,"647",61,1957-01-23,"Assistant Manager","Retail","Mass Customer","Yes",10
"Nerty Renak","F",66,"1671",69,1957-01-23,"Account Executive","Property","Mass Customer","Yes",14
"Stinky Marlen","M",66,"2676",33,1957-01-21,"Product Engineer","Retail","Mass Customer","Yes",12
"Hector Poundsford","M",66,"3956",54,1957-01-17,"Administrative Assistant III","Retail","Mass Customer","Yes",12
"Derick Fasler","M",66,"837",4,1957-01-11,"Internal Auditor",NA,"Mass Customer","Yes",13
"Donni Boor","F",66,"816",71,1957-01-10,"Product Engineer","Manufacturing","Mass Customer","No",15
"Earl Skeels","M",66,"1461",71,1957-01-04,NA,"Retail","Mass Customer","Yes",9
"Tracey Verdun","M",67,"3002",62,1956-12-06,"Paralegal","Financial Services","Mass Customer","Yes",16
"Langsdon Tranfield","M",67,"102",51,1956-11-27,"Quality Control Specialist","Manufacturing","Affluent Customer","No",16
"Lenci Soars","M",67,"2434",40,1956-11-17,"Environmental Specialist",NA,"Affluent Customer","No",18
"Orville Akerman","M",67,"423",43,1956-11-08,"Senior Quality Engineer",NA,"Mass Customer","No",9
"Amanda Hazeltine","F",67,"3348",93,1956-11-08,"Pharmacist","Health","High Net Worth","Yes",6
"Faulkner McKiernan","M",67,"3302",17,1956-10-30,"Compensation Analyst","Financial Services","Affluent Customer","No",19
"Natalya Moscone","F",67,"1546",22,1956-10-28,"Compensation Analyst","Financial Services","Mass Customer","Yes",8
"Dorella Sineath","F",67,"3578",57,1956-10-27,"Staff Accountant IV","Property","Mass Customer","No",12
"Ashley Behneke","M",67,"1458",40,1956-10-22,"Account Representative IV","Telecommunications","Affluent Customer","No",11
"Millicent Wiffler","F",67,"538",33,1956-10-21,"Chemical Engineer","Manufacturing","Mass Customer","Yes",5
"Dorette Attridge","F",67,"3719",26,1956-10-19,"Sales Representative","Retail","Mass Customer","No",6
"Winthrop Corser","M",67,"728",60,1956-10-03,"VP Accounting","Financial Services","Mass Customer","Yes",8
"Emlyn Burnel","M",67,"3483",19,1956-10-02,"Senior Sales Associate","Health","High Net Worth","Yes",15
"Robbi Springthorpe","F",67,"3457",13,1956-09-26,NA,"Manufacturing","Mass Customer","No",16
"Hal Braddon","M",67,"2476",13,1956-09-25,"Administrative Officer","Property","High Net Worth","No",17
"Linc Jillions","M",67,"55",48,1956-09-24,"Paralegal","Financial Services","Affluent Customer","Yes",7
"Corabelle Hartnell","F",67,"299",80,1956-09-15,"Budget/Accounting Analyst I","Financial Services","Mass Customer","Yes",7
"Mara Tofanini","F",67,"3034",54,1956-09-09,"Web Designer IV","Manufacturing","Mass Customer","Yes",18
"Lovell Kiss","M",67,"2446",33,1956-09-07,NA,"Retail","Affluent Customer","No",17
"Allyn Carswell","F",67,"1426",72,1956-08-23,"Financial Advisor","Financial Services","Mass Customer","No",17
"Maurise Lenglet","M",67,"298",69,1956-08-15,"Engineer I","Manufacturing","High Net Worth","No",9
"Sissie Rielly","F",67,"1037",95,1956-08-08,"Human Resources Assistant II","Financial Services","Mass Customer","No",10
"Wandie Nare","F",67,"2068",23,1956-08-08,"Account Representative I",NA,"High Net Worth","No",8
"Conn Westberg","M",67,"3789",52,1956-08-08,"Civil Engineer","Manufacturing","Mass Customer","Yes",6
"Sigmund Barkworth","M",67,"1131",16,1956-08-07,"VP Marketing",NA,"Mass Customer","No",15
"Royce Pietrowicz","M",67,"2663",69,1956-08-01,"Environmental Tech","Health","Mass Customer","Yes",19
"Eda","F",67,"2079",49,1956-07-29,"Account Executive",NA,"High Net Worth","No",11
"Danella Chevers","F",67,"2774",50,1956-07-28,NA,"Manufacturing","Mass Customer","No",14
"Reece Crewther","M",67,"3486",67,1956-07-25,"Business Systems Development Analyst","Manufacturing","Mass Customer","No",18
"Aubrey Souten","F",67,"3964",28,1956-07-21,"Sales Associate","Manufacturing","High Net Worth","No",5
"Leandra Schubert","F",67,"3028",67,1956-07-07,"General Manager","Manufacturing","High Net Worth","No",20
"Taylor Dollimore","M",67,"3795",88,1956-06-24,"Systems Administrator III","Argiculture","High Net Worth","Yes",5
"Malachi Hadcroft","M",67,"300",88,1956-06-22,"Clinical Specialist","Health","Mass Customer","No",9
"Etan Poyle","M",67,"575",64,1956-06-10,"VP Accounting","Financial Services","High Net Worth","Yes",11
"Jacobo Rosenblum","M",67,"1987",56,1956-06-08,"Research Associate","Health","Affluent Customer","No",8
"Skell Oxenden","M",67,"1748",83,1956-06-07,"Recruiter","Manufacturing","Mass Customer","Yes",10
"Vanna Matts","F",67,"1553",68,1956-05-31,"Administrative Assistant IV","Retail","High Net Worth","No",7
"Teriann Birdsey","F",67,"380",66,1956-05-15,"Structural Engineer","Property","Mass Customer","No",17
"Rebeca Martonfi","F",67,"615",93,1956-05-11,"Human Resources Assistant I","Property","Mass Customer","No",19
"Gage Nickless","M",67,"113",67,1956-05-06,"Staff Scientist",NA,"Mass Customer","No",20
"Carolynn Samsin","F",67,"2085",83,1956-05-03,"Pharmacist","Health","Mass Customer","No",11
"Ransell Ruler","M",67,"701",18,1956-05-01,"Food Chemist","Health","Mass Customer","Yes",8
"Mallorie Gouth","F",67,"1421",74,1956-04-14,"Senior Editor","Property","Mass Customer","No",20
"Doyle Oleksinski","M",67,"1306",13,1956-04-12,"Occupational Therapist","Health","Affluent Customer","Yes",13
"Merissa Milella","F",67,"2380",44,1956-04-09,"Technical Writer","Retail","Mass Customer","Yes",15
"Nadean Fielding","F",67,"577",41,1956-04-08,NA,"Property","Mass Customer","Yes",19
"Bryn Whisby","M",67,"1702",14,1956-04-03,"Research Nurse","Health","Mass Customer","No",17
"Atalanta Starbucke","F",67,"360",64,1956-04-02,"Staff Scientist","Property","Mass Customer","Yes",19
"Xenia Willmett","F",67,"1662",40,1956-04-01,"Electrical Engineer","Manufacturing","High Net Worth","No",11
"Gale Done","M",67,"431",8,1956-03-26,"Research Nurse","Health","Affluent Customer","Yes",18
"Boonie Searle","M",67,"3859",81,1956-03-20,"Software Consultant","Manufacturing","Mass Customer","No",14
"Deena Burnsides","F",67,"2972",11,1956-03-18,NA,NA,"High Net Worth","No",17
"Allianora Babalola","F",67,"98",19,1956-03-17,"Safety Technician IV","Health","Mass Customer","No",7
"Stewart Brosoli","M",67,"722",69,1956-03-17,"Marketing Manager","IT","Mass Customer","No",5
"Nariko McClymont","F",67,"3846",57,1956-03-12,"Geologist III","Manufacturing","Mass Customer","No",15
"Rosita Soppeth","F",67,"2228",12,1956-03-09,"Geological Engineer","Manufacturing","High Net Worth","No",9
"Frazier Streak","M",67,"2818",82,1956-03-08,"Software Test Engineer I",NA,"Affluent Customer","No",7
"Lane Maguire","M",67,"3599",11,1956-02-27,"Physical Therapy Assistant",NA,"High Net Worth","Yes",6
"Jehanna Alvarado","F",67,"277",69,1956-02-19,"VP Product Management",NA,"High Net Worth","No",15
"Cindy Eakin","F",67,"3291",33,1956-01-21,"Staff Accountant II","Manufacturing","Mass Customer","No",13
"Duky Crichley","M",67,"3185",25,1956-01-18,"Senior Financial Analyst","Financial Services","Mass Customer","No",10
"Maurise Beal","M",67,"3748",82,1956-01-10,"Staff Scientist",NA,"Affluent Customer","Yes",18
"Libby Wardesworth","F",67,"471",82,1956-01-01,"GIS Technical Architect","Financial Services","Affluent Customer","No",14
"Zachery Hamber","M",68,"1452",99,1955-12-31,"Safety Technician III","Retail","Mass Customer","No",20
"Prudi Edon","F",68,"486",0,1955-12-30,"Technical Writer","Manufacturing","Affluent Customer","Yes",15
"Rex Gittings","M",68,"3899",23,1955-12-28,"Research Associate","Health","Affluent Customer","Yes",6
"Gustav Kos","M",68,"767",70,1955-12-16,"Budget/Accounting Analyst II","Manufacturing","High Net Worth","No",11
"Roldan Carrington","M",68,"2193",66,1955-12-16,"Developer III",NA,"Mass Customer","Yes",6
"Ganny Sealeaf","M",68,"2052",5,1955-11-30,NA,"Retail","Mass Customer","Yes",8
"Stephani Mellhuish","F",68,"1201",42,1955-11-28,NA,"Manufacturing","Mass Customer","No",10
"Tina Pristnor","F",68,"3330",70,1955-11-06,NA,"Health","Mass Customer","Yes",18
"Cordi Merman","F",68,"38",37,1955-10-29,"Senior Cost Accountant","Financial Services","Affluent Customer","No",20
"Ann Beek","F",68,"2254",36,1955-10-21,"Programmer Analyst II","Health","Affluent Customer","No",18
"Lem Meegan","M",68,"2867",53,1955-10-19,"Sales Associate",NA,"High Net Worth","No",12
"Sheba Este","F",68,"1077",8,1955-10-11,NA,"Telecommunications","Mass Customer","Yes",18
"Celestia","F",68,"2408",38,1955-10-10,"VP Marketing","Health","Mass Customer","No",16
"Jason De Lorenzo","M",68,"3017",88,1955-10-05,"Operator","Financial Services","Affluent Customer","No",7
"Leola Mandrier","F",68,"3129",44,1955-09-25,"Analog Circuit Design manager","Property","High Net Worth","Yes",11
"Dianemarie Hatherall","F",68,"1800",30,1955-09-23,"Executive Secretary","Argiculture","High Net Worth","No",11
"Anna-diane Crumpe","F",68,"2747",5,1955-09-23,"Software Test Engineer III",NA,"Affluent Customer","No",11
"Tiffy Feenan","F",68,"2908",42,1955-09-21,"Social Worker","Health","Affluent Customer","Yes",11
"Berthe Griniov","F",68,"3568",13,1955-09-15,"Nurse","Retail","Affluent Customer","No",5
"Angelita Itzcovichch","F",68,"3809",44,1955-09-08,"VP Quality Control","Manufacturing","Affluent Customer","No",11
"Leigha Clawson","F",68,"1745",37,1955-08-23,"Chief Design Engineer","Financial Services","Mass Customer","Yes",6
"Shamus Attenbrough","M",68,"1616",75,1955-08-16,"Media Manager II","Retail","High Net Worth","Yes",19
"Luke Wombwell","M",68,"1675",76,1955-08-14,"Engineer I","Manufacturing","Affluent Customer","Yes",14
"Dud","M",68,"275",7,1955-07-27,"VP Sales","Health","High Net Worth","No",13
"Ringo Parkyn","M",68,"2485",93,1955-07-27,"Help Desk Technician",NA,"Mass Customer","Yes",12
"Shir Clevely","F",68,"1046",0,1955-07-23,"Budget/Accounting Analyst II",NA,"Affluent Customer","No",11
"Hedvig Flatt","F",68,"2226",10,1955-07-22,"Biostatistician II","Entertainment","Mass Customer","No",11
"Trevor St. Paul","M",68,"1319",20,1955-07-18,NA,"Entertainment","Mass Customer","Yes",12
"Padraic Bonnar","M",68,"2913",44,1955-07-11,"VP Quality Control","IT","Affluent Customer","Yes",14
"Wayne Woodfin","M",68,"968",96,1955-06-16,"Accountant IV","IT","High Net Worth","Yes",16
"Elston Oleszczak","M",68,"166",54,1955-06-12,"Structural Analysis Engineer","Manufacturing","Affluent Customer","No",6
"Bonnie Goracci","F",68,"3845",72,1955-06-07,"Legal Assistant","Manufacturing","Mass Customer","Yes",5
"Rochella Harce","F",68,"1836",54,1955-06-05,"Research Nurse","Health","Mass Customer","Yes",13
"Conchita Jeans","F",68,"415",20,1955-05-31,"Senior Financial Analyst","Financial Services","Affluent Customer","Yes",18
"Fabien Whittlesea","M",68,"2758",17,1955-05-24,NA,"Manufacturing","Affluent Customer","No",19
