"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Fabe Smallbone","M",61,"2687",67,"Chemical Engineer","Manufacturing","High Net Worth","Yes",20
"Pren Brangan","M",61,"1514",15,"Professor","Financial Services","Mass Customer","No",14
"Eddy Cossans","M",61,"3047",20,"Speech Pathologist","Retail","Mass Customer","Yes",19
"Titus Worsall","M",61,"3135",83,"Staff Scientist","Financial Services","Mass Customer","No",16
"Adler Teale","M",61,"3584",95,"Account Coordinator","Health","Mass Customer","No",10
"Grange Skillington","M",61,"612",50,"GIS Technical Architect","Health","Mass Customer","No",14
"Karola Conneely","F",61,"2884",99,"Assistant Professor","Entertainment","Mass Customer","No",15
"Kev","M",61,"1746",58,"Operator","IT","High Net Worth","No",6
"Stavros Goodinson","M",61,"1566",95,"Executive Secretary","Argiculture","Mass Customer","No",17
"Clarinda Woffinden","F",61,"2216",29,"Systems Administrator II","Property","High Net Worth","Yes",10
"Cameron Letherbury","M",62,"769",65,"Analog Circuit Design manager","IT","Mass Customer","No",12
"Marje Kennewell","F",62,"3172",69,"Sales Representative","Retail","Affluent Customer","No",5
"Beryle Qusklay","F",62,"3582",66,"Media Manager II","Property","Mass Customer","No",17
"Cchaddie Heffron","M",62,"3735",91,"Senior Quality Engineer","Entertainment","Mass Customer","No",15
"Gelya Gerant","F",62,"292",42,"VP Product Management","Financial Services","Affluent Customer","Yes",9
"Vanda Boadby","F",62,"1060",88,"Associate Professor","Argiculture","Affluent Customer","Yes",13
"Vladimir Morphet","M",62,"1627",44,"Librarian","Entertainment","Affluent Customer","No",16
"Agathe Weafer","F",62,"2761",78,"Information Systems Manager","Financial Services","Mass Customer","No",19
"Veda Faill","F",62,"3742",79,"Editor","Property","High Net Worth","Yes",16
"Linea Kubica","F",62,"3692",47,"Business Systems Development Analyst","Argiculture","High Net Worth","Yes",6
"Lauree Shewery","F",62,"2523",28,"VP Marketing","Financial Services","Mass Customer","Yes",9
"Bethany Jarrell","F",62,"3310",83,"VP Marketing","Property","Affluent Customer","Yes",12
"Darrick Helleckas","M",62,"30",18,"Office Assistant II","IT","Affluent Customer","Yes",6
"Boniface Kivelhan","M",62,"1363",7,"Associate Professor","Financial Services","Mass Customer","No",18
"Karalee Hosten","F",62,"3781",30,"Graphic Designer","Retail","Mass Customer","Yes",12
"Marven Ditts","M",62,"3407",53,"Cost Accountant","Financial Services","High Net Worth","Yes",19
"Talbot","M",62,"4",33,"Social Worker","IT","Mass Customer","No",7
"Barbie Rubi","F",62,"254",98,"Information Systems Manager","Retail","Mass Customer","No",14
"Peta Nunes Nabarro","F",62,"3752",67,"Administrative Assistant I","Argiculture","Affluent Customer","Yes",16
"Kessiah Logg","F",62,"863",19,"Senior Financial Analyst","Financial Services","Affluent Customer","No",5
"Thaddeus McLurg","M",62,"3746",64,"Developer II","Health","Affluent Customer","Yes",16
"Malvin Burchill","M",62,"2810",27,"Tax Accountant","Property","Mass Customer","Yes",15
"Slade Semark","M",62,"1706",32,"General Manager","Financial Services","High Net Worth","Yes",10
"Orly Ceney","F",62,"2435",69,"Account Coordinator","Manufacturing","Mass Customer","No",14
"Loren Pischof","M",62,"3627",92,"Teacher","Health","High Net Worth","Yes",14
"Lulu Watkiss","F",62,"2886",39,"Nurse Practicioner","Health","Mass Customer","No",14
"Arabella Delgaty","F",62,"3328",58,"Food Chemist","Health","Mass Customer","No",6
"Wyatan Rogeon","M",62,"3657",95,"Internal Auditor","Manufacturing","High Net Worth","No",8
"Bettina Farrer","F",62,"946",16,"Research Associate","Manufacturing","High Net Worth","No",12
"Garey Letrange","M",62,"2384",96,"Operator","Health","High Net Worth","Yes",6
"Dimitry Kunkler","M",62,"1969",54,"Teacher","IT","Mass Customer","Yes",19
"Cozmo Rylstone","M",62,"3645",47,"Structural Analysis Engineer","Manufacturing","High Net Worth","No",14
"Hewe Lidgley","M",62,"903",46,"Desktop Support Technician","Financial Services","Mass Customer","No",14
"Kalil Palombi","M",62,"752",13,"Speech Pathologist","Financial Services","High Net Worth","No",12
"Berkie Gimber","M",62,"3614",59,"Environmental Specialist","Retail","Affluent Customer","Yes",18
"Henrie Beadman","F",62,"3588",15,"Web Developer III","Health","Affluent Customer","Yes",18
"Cassie Morley","F",62,"557",67,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",18
"Alice Backson","F",62,"1292",56,"VP Product Management","Financial Services","Affluent Customer","No",20
"Kent Hatter","M",62,"3286",23,"Assistant Media Planner","Entertainment","Mass Customer","No",20
"Quintus Gouldthorpe","M",62,"3300",47,"Executive Secretary","Retail","Mass Customer","No",14
"Norine Antonik","F",62,"712",22,"Staff Scientist","IT","Mass Customer","No",14
"Josepha Finder","F",62,"3803",54,"Dental Hygienist","Health","Mass Customer","Yes",11
"Ellene Scinelli","F",62,"3711",61,"Associate Professor","Manufacturing","Affluent Customer","Yes",9
"Corny Millott","F",62,"2391",72,"Nurse Practicioner","Health","Mass Customer","No",14
"Stillman Sackur","M",62,"1585",87,"Pharmacist","Health","Mass Customer","Yes",5
"Dalli Baggally","M",62,"499",39,"Budget/Accounting Analyst III","Financial Services","Affluent Customer","No",19
"Clarine Yushkin","F",62,"2732",36,"Help Desk Operator","Health","Mass Customer","No",7
"Leodora Carillo","F",62,"2757",65,"VP Product Management","Financial Services","Affluent Customer","No",8
"Emmy MacGibbon","F",62,"3754",74,"Senior Developer","Telecommunications","Mass Customer","No",19
"Erinn Ewing","F",62,"3847",8,"Analyst Programmer","Health","Mass Customer","Yes",14
"Angelia McPake","F",62,"3902",2,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",9
"Misha Ranklin","F",62,"3974",82,"Technical Writer","Health","Affluent Customer","Yes",9
"Reba Southon","F",62,"1809",67,"Programmer II","Health","Mass Customer","Yes",19
"Darcey Harberer","F",62,"478",65,"Chief Design Engineer","Manufacturing","Affluent Customer","Yes",5
"Filbert Deetlefs","M",62,"3920",90,"Environmental Specialist","Telecommunications","Mass Customer","Yes",9
"Row Mawditt","F",62,"532",25,"Community Outreach Specialist","Financial Services","Affluent Customer","No",19
"Cristian Theodoris","M",62,"939",53,"Product Engineer","Manufacturing","Mass Customer","No",6
"Jareb Langcaster","M",62,"1826",33,"Chemical Engineer","Manufacturing","High Net Worth","Yes",7
"Xymenes Sprull","M",62,"2030",3,"Administrative Officer","Property","High Net Worth","No",15
"Manda Forsey","F",62,"1643",13,"Mechanical Systems Engineer","Retail","Mass Customer","No",19
"Nomi Mallinder","F",63,"95",67,"Software Engineer III","Manufacturing","Affluent Customer","Yes",8
"Bartie Hartburn","M",63,"1919",40,"VP Product Management","Argiculture","Mass Customer","Yes",19
"Caesar Begbie","M",63,"2158",11,"Physical Therapy Assistant","Entertainment","Mass Customer","No",6
"Armand McNish","M",63,"3729",6,"Financial Analyst","Financial Services","Mass Customer","No",19
"Marty Whatford","M",63,"1785",23,"Clinical Specialist","Health","Mass Customer","No",19
"Basil Brellin","M",63,"629",29,"Chemical Engineer","Manufacturing","High Net Worth","No",6
"Taddeo Karlicek","M",63,"2730",15,"Senior Financial Analyst","Financial Services","Mass Customer","No",11
"Cheri Hazeman","F",63,"477",32,"Media Manager II","Financial Services","High Net Worth","Yes",13
"Sheridan Shaves","M",63,"1769",13,"Marketing Manager","Financial Services","Mass Customer","Yes",5
"Austine Kinny","F",63,"3529",37,"Structural Analysis Engineer","IT","High Net Worth","Yes",16
"Licha Lyes","F",63,"1961",10,"Physical Therapy Assistant","Financial Services","Mass Customer","Yes",15
"Wrennie Alexandersson","F",63,"2280",93,"Budget/Accounting Analyst I","Manufacturing","Mass Customer","No",9
"Nicko Saddleton","M",63,"1287",72,"Systems Administrator I","Financial Services","Mass Customer","Yes",20
"Miller Faloon","M",63,"1014",60,"Senior Developer","Property","Mass Customer","Yes",8
"Hildagarde Eyrl","F",63,"1247",15,"Geologist I","Entertainment","Affluent Customer","No",11
"Ezechiel Pettecrew","M",63,"956",19,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",9
"Tommie Banbridge","F",63,"493",83,"Electrical Engineer","Manufacturing","Mass Customer","Yes",5
"Jeth Marien","M",63,"1345",94,"Senior Sales Associate","Manufacturing","Mass Customer","No",12
"Yard Spellman","M",63,"2927",49,"VP Sales","Manufacturing","Affluent Customer","Yes",14
"Stoddard Giacomoni","F",63,"3316",31,"Structural Analysis Engineer","Financial Services","Mass Customer","No",18
"Benson cornhill","M",63,"2179",15,"Desktop Support Technician","Manufacturing","Mass Customer","No",17
"Dell Tremathick","F",63,"3107",98,"Legal Assistant","Property","High Net Worth","No",9
"Engracia Foulcher","F",63,"2530",63,"Business Systems Development Analyst","Property","Mass Customer","Yes",18
"Idell Cole","F",63,"617",81,"Director of Sales","Property","Mass Customer","No",15
"Ileana Timms","F",63,"2701",13,"Dental Hygienist","Health","Affluent Customer","Yes",7
"Anet Pellitt","F",63,"1864",45,"Senior Quality Engineer","Retail","Mass Customer","No",18
"Arin Nappin","M",63,"3396",18,"Research Assistant I","Manufacturing","Mass Customer","Yes",9
"Wylie FitzGilbert","M",63,"3946",85,"Desktop Support Technician","Retail","High Net Worth","Yes",10
"Zaria Van der Krui","F",63,"1764",36,"Desktop Support Technician","Health","Mass Customer","Yes",10
"Vernon","M",63,"67",67,"Web Developer II","Retail","Mass Customer","No",18
"Minette Worters","F",63,"73",16,"Teacher","Property","Affluent Customer","Yes",5
"Ephrem Cariss","M",63,"1979",98,"Statistician III","Manufacturing","Mass Customer","Yes",11
"Cissiee Jobern","F",63,"2752",11,"Sales Representative","Retail","Affluent Customer","Yes",14
"Rodd Spare","M",63,"3936",57,"Paralegal","Financial Services","Affluent Customer","Yes",16
"Christopher Heining","M",63,"191",22,"Help Desk Operator","Retail","Affluent Customer","Yes",6
"Gerladina Cuddon","F",63,"1682",93,"Structural Engineer","Manufacturing","Affluent Customer","Yes",6
"Evanne Feechum","F",63,"412",65,"Project Manager","IT","High Net Worth","No",19
"Darrick Feake","M",63,"1473",49,"VP Product Management","Telecommunications","Mass Customer","Yes",20
"Margie Tillyer","F",63,"2072",30,"Environmental Specialist","Financial Services","Mass Customer","Yes",9
"Jorrie Hanhardt","F",63,"805",48,"Electrical Engineer","Manufacturing","Mass Customer","No",10
"Hilary Tregunna","F",63,"2306",98,"Paralegal","Financial Services","High Net Worth","Yes",9
"Sorcha Genthner","F",63,"2048",22,"Financial Advisor","Financial Services","High Net Worth","No",13
"Natale Duinbleton","M",63,"1604",51,"VP Accounting","Financial Services","High Net Worth","No",20
"Darrelle Antoniewski","F",63,"125",94,"Computer Systems Analyst II","Property","Mass Customer","No",16
"Neilla Castrillo","F",63,"2009",19,"Staff Accountant IV","Health","Affluent Customer","Yes",19
"Conney Grouse","M",63,"2404",13,"Graphic Designer","Retail","Mass Customer","No",6
"Zach Maynard","M",63,"1111",96,"Director of Sales","Property","High Net Worth","Yes",18
"Joann Clemson","F",63,"3730",85,"Junior Executive","Manufacturing","Affluent Customer","No",6
"Thadeus Buxsey","M",63,"3984",74,"Librarian","Entertainment","Affluent Customer","No",10
"Gene Brome","F",63,"2454",81,"Senior Sales Associate","Property","Mass Customer","Yes",12
"Tibold Bonwell","M",63,"982",14,"Geologist III","Health","High Net Worth","Yes",6
"Zorina Bosomworth","F",63,"702",72,"Help Desk Technician","Financial Services","Mass Customer","No",8
"Bellina Bradberry","F",63,"1500",82,"Executive Secretary","Retail","Mass Customer","No",9
"Urbanus Trevaskus","M",63,"2180",98,"Chief Design Engineer","Manufacturing","High Net Worth","Yes",13
"Jocelyne Pasquale","F",63,"2239",0,"Associate Professor","Property","High Net Worth","Yes",8
"Earle Frisby","M",63,"3119",13,"Social Worker","Health","High Net Worth","No",19
"Suzette Surgison","F",63,"909",77,"Operator","Manufacturing","High Net Worth","Yes",8
"Melany Thorrington","F",63,"462",32,"Account Executive","Manufacturing","Affluent Customer","Yes",5
"Jewelle Pincott","F",64,"1104",82,"Programmer III","Retail","Mass Customer","No",8
"Felipa Paddingdon","F",64,"3418",18,"Systems Administrator IV","Health","High Net Worth","No",19
"Eberhard Shalcras","M",64,"2416",19,"Office Assistant I","Health","Affluent Customer","No",16
"Phylys Neenan","F",64,"3913",11,"Community Outreach Specialist","Retail","Mass Customer","Yes",6
"Kayla Falkingham","F",64,"979",42,"Budget/Accounting Analyst I","Manufacturing","High Net Worth","No",12
"Raffarty Giacomoni","M",64,"814",60,"Analog Circuit Design manager","Manufacturing","Mass Customer","No",14
"Worthington Penwarden","M",64,"873",37,"Occupational Therapist","Health","Affluent Customer","Yes",20
"Lucila Smalls","F",64,"3738",19,"Professor","Financial Services","High Net Worth","Yes",19
"Thedric Bolding","M",64,"2956",17,"Quality Control Specialist","Telecommunications","Mass Customer","Yes",19
"Fidelio Dilke","M",64,"51",68,"Computer Systems Analyst II","Retail","Mass Customer","No",18
"Olga Dyke","F",64,"977",65,"Staff Accountant III","Manufacturing","High Net Worth","Yes",13
"Kacey Rowbottom","F",64,"61",47,"Help Desk Operator","Property","High Net Worth","No",13
"Fae Done","F",64,"2038",9,"Structural Engineer","Financial Services","Mass Customer","Yes",5
"Yorker McKevany","M",64,"3079",34,"Legal Assistant","Retail","Mass Customer","Yes",20
"Joann Corrigan","F",64,"3374",77,"Sales Associate","Manufacturing","Mass Customer","Yes",12
"Micki Russel","F",64,"1417",12,"Accountant II","Manufacturing","High Net Worth","Yes",20
"Prentice Pearmain","M",64,"118",43,"Budget/Accounting Analyst IV","Health","High Net Worth","No",19
"Adrea Quittonden","F",64,"2145",44,"Librarian","Entertainment","Affluent Customer","Yes",19
"Clovis Ortsmann","F",64,"3456",11,"Account Coordinator","Financial Services","Mass Customer","Yes",12
"Corty Debell","M",64,"3075",36,"Assistant Media Planner","Entertainment","Mass Customer","Yes",16
"Vanda Donnellan","F",64,"2617",79,"Associate Professor","Health","High Net Worth","No",18
"Maynord L'Episcopi","M",64,"3262",65,"Product Engineer","Entertainment","Mass Customer","No",12
"Minni Hanner","F",64,"1420",14,"Dental Hygienist","Health","Mass Customer","No",11
"Robbie Yakubovics","F",64,"1824",12,"Safety Technician III","Manufacturing","Affluent Customer","Yes",5
"Tonnie McLinden","M",64,"1694",11,"Quality Engineer","IT","Mass Customer","Yes",19
"Elianora Sally","F",64,"2057",99,"Accounting Assistant IV","Manufacturing","Affluent Customer","Yes",15
"Mikel McKechnie","M",64,"2099",40,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",19
"Saleem Meller","M",64,"565",30,"Civil Engineer","Manufacturing","Mass Customer","Yes",16
"Rasla Landreth","F",64,"2231",68,"Accounting Assistant II","Financial Services","Mass Customer","No",13
"Brigid Quigley","F",64,"3221",59,"Internal Auditor","Property","High Net Worth","Yes",11
"Lethia Juanes","F",64,"2440",17,"Engineer II","Manufacturing","Affluent Customer","No",8
"Stillmann Wilfling","M",64,"1232",83,"Help Desk Operator","Property","Affluent Customer","No",20
"Brnaba Dighton","M",64,"1523",78,"Product Engineer","Financial Services","Mass Customer","Yes",17
"Huntlee Pashba","M",64,"2150",75,"Sales Representative","Retail","Affluent Customer","Yes",8
"Leslie Shotboult","M",64,"2251",68,"Environmental Tech","Property","High Net Worth","No",19
"Adrian Prettyjohns","M",64,"1016",0,"Legal Assistant","IT","Mass Customer","Yes",17
"Natalee Bamford","F",64,"452",22,"Account Coordinator","Property","Mass Customer","Yes",5
"Rosamond Sainer","F",64,"2080",15,"Human Resources Assistant IV","Property","High Net Worth","No",17
"Aretha Joscelyn","F",64,"1371",39,"Design Engineer","Retail","Mass Customer","Yes",13
"Naomi Whiles","F",64,"3758",71,"Recruiting Manager","Telecommunications","Mass Customer","Yes",12
"Charis Maas","F",64,"2046",3,"Marketing Manager","Health","Mass Customer","Yes",13
"Birgit Dowers","F",64,"3084",57,"Staff Scientist","Financial Services","Affluent Customer","Yes",16
"Yovonnda Warrior","F",64,"1910",20,"Systems Administrator I","Property","High Net Worth","Yes",14
"Daffi Sewley","F",64,"1812",20,"Clinical Specialist","Health","Affluent Customer","No",14
"Bobbette Amps","F",64,"3191",29,"Director of Sales","Financial Services","Affluent Customer","Yes",12
"Frank Vallerine","F",64,"1216",15,"Software Test Engineer I","Telecommunications","Affluent Customer","Yes",10
"Jarib","M",64,"3480",30,"Speech Pathologist","Manufacturing","Mass Customer","No",20
"Cybil Brombell","F",64,"3915",17,"Statistician I","Financial Services","Affluent Customer","No",15
"Tiphanie Klossek","F",64,"1423",51,"Project Manager","Manufacturing","Mass Customer","No",19
