"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Jocelyne Darben","F","2792",22,"Financial Services","Mass Customer","Yes",12,"3","Ohio Lane",3081,"VIC","Australia",9,"Low-Value",-37.73586718875,145.049634753248,"55-64","Technical",47415
"Augustus Pickin","M","3430",77,"Health","Affluent Customer","Yes",9,"6414","Hanover Avenue",2060,"NSW","Australia",12,"Mid-Value",-33.8402531074184,151.208854484819,"55-64","Healthcare",71210
"Jeffie Eakly","M","3493",30,"Health","High Net Worth","No",18,"3","Monument Crossing",2090,"NSW","Australia",10,"Low-Value",-33.8304774,151.2254064334,"55-64","Administrative",73700
"Sascha Tander","F","1564",42,"Retail","Mass Customer","No",16,"6265","Moland Terrace",2076,"NSW","Australia",10,"High-Value",-33.714084024619,151.11340654776,"55-64","Other",61696
"Inger Barnham","F","2658",82,"Manufacturing","Mass Customer","Yes",6,"96","Dayton Park",2190,"NSW","Australia",9,"Mid-Value",-33.900851,151.055369964887,"55-64","Managerial",43352
"Hugh Wilce","M","870",63,"Health","Mass Customer","No",6,"383","Rockefeller Junction",2753,"NSW","Australia",9,"Low-Value",-33.6083643625,150.72780217481,"55-64","Healthcare",50641
"Floris Dunkerley","F","1450",23,"Manufacturing","Affluent Customer","No",6,"6386","Raven Road",2579,"NSW","Australia",2,"Mid-Value",-34.6805040240885,150.140324004011,"55-64","Quantitative",46196
"Eddie Yekel","M","705",48,"Retail","High Net Worth","No",14,"15","Emmet Street",2233,"NSW","Australia",10,"High-Value",-34.0646286349749,151.014058327628,"55-64","Technical",56891
"Kristofor Saulter","M","958",15,"Health","High Net Worth","No",18,"217","Meadow Vale Point",2023,"NSW","Australia",12,"Mid-Value",-33.884103475,151.260913193131,"55-64","Quantitative",62400
"Donovan Conry","M","203",71,"Argiculture","Mass Customer","Yes",11,"2","Gina Junction",2085,"NSW","Australia",11,"High-Value",-33.7292550140473,151.206973883495,"55-64","Technical",55640
"Maxim Chavrin","M","3169",96,"IT","Mass Customer","Yes",19,"398","Butternut Place",3027,"VIC","Australia",7,"High-Value",-37.8553629423423,144.736118913262,"55-64","Administrative",55210
"Fayth Millions","F","2155",24,"Manufacturing","Mass Customer","No",14,"5882","American Ash Point",3214,"VIC","Australia",3,"High-Value",-38.0862261349337,144.355971338736,"55-64","Other",41272
"Emmett Whatsize","M","2325",50,"Retail","High Net Worth","Yes",12,"92","Schlimgen Hill",3023,"VIC","Australia",8,"Low-Value",-37.7564800019994,144.759142641737,"55-64","Technical",50258
"Neely Lundon","F","880",11,"Health","High Net Worth","Yes",10,"42","Thompson Hill",2234,"NSW","Australia",10,"Low-Value",-34.0097225397059,151.021161199409,"55-64","Other",56498
"Napoleon Terron","M","2143",53,"Financial Services","High Net Worth","Yes",10,"5","Fairfield Parkway",2557,"NSW","Australia",8,"Mid-Value",-33.9910768,150.776811737964,"55-64","Technical",55605
"Genia Bartel","F","1248",31,"Manufacturing","Affluent Customer","Yes",7,"47","Glacier Hill Junction",4873,"QLD","Australia",2,"Low-Value",-16.306743325,145.424831035066,"55-64","Managerial",41193
"Gretta Patrone","F","1947",66,"Telecommunications","Affluent Customer","Yes",18,"4262","Melvin Avenue",2759,"NSW","Australia",8,"High-Value",-33.7992847606085,150.79264970355,"55-64","Other",53438
"Jaquelyn Workman","F","1908",2,"Financial Services","High Net Worth","Yes",6,"5766","Pearson Court",2227,"NSW","Australia",8,"Low-Value",-34.0398276692308,151.086412825937,"55-64","Technical",57990
"Albrecht Thomasson","M","210",50,"Property","Mass Customer","No",18,"19969","5th Parkway",3152,"VIC","Australia",9,"Mid-Value",-37.8685325590067,145.231145287575,"55-64","Managerial",48642
"Matilda Yellowley","F","2836",80,"Health","Mass Customer","No",16,"7827","Spohn Court",2093,"NSW","Australia",9,"High-Value",-33.7915116714286,151.261056984381,"55-64","Technical",59976
"Chickie Gulleford","F","888",62,"Manufacturing","Mass Customer","No",10,"89","Monument Place",4720,"QLD","Australia",1,"Mid-Value",-23.548907547561,148.165575863528,"55-64","Quantitative",55304
"Penny Wellington","M","3437",79,"Retail","High Net Worth","No",12,"7","Summerview Parkway",3073,"VIC","Australia",6,"Low-Value",-37.7152610589963,145.013416298128,"55-64","Managerial",46592
"Gayle Gridley","F","2185",40,"Property","Mass Customer","No",19,"1","Melby Way",2527,"NSW","Australia",7,"Low-Value",-34.5785328166667,150.774827418323,"55-64","Administrative",49401
"Berne Fulkes","M","1950",27,"Manufacturing","Affluent Customer","Yes",19,"227","Havey Trail",2795,"NSW","Australia",6,"High-Value",-33.4344724432229,149.603956446998,"55-64","Technical",48848
"Gunther Jackman","M","588",15,"Entertainment","Mass Customer","No",11,"62","Cherokee Terrace",2630,"NSW","Australia",1,"Mid-Value",-36.2348898732824,149.117547081127,"55-64","Administrative",43819
"Godfrey Bottini","M","2159",19,"Manufacturing","High Net Worth","Yes",6,"1788","Columbus Trail",4510,"QLD","Australia",4,"High-Value",-27.0792961882794,152.98168858818,"55-64","Technical",43188
"Margaretha Strettle","F","35",40,"Health","High Net Worth","Yes",16,"34","Russell Plaza",4127,"QLD","Australia",6,"Low-Value",-27.622597985241,153.132888768268,"55-64","Managerial",49537
"Appolonia Oxe","F","2583",34,"Property","Mass Customer","No",15,"258","Bunker Hill Hill",2138,"NSW","Australia",8,"Low-Value",-33.8379830157895,151.087897692914,"55-64","Administrative",53564
"Elga McWard","F","2561",44,"Manufacturing","High Net Worth","Yes",15,"67","Lerdahl Parkway",4670,"QLD","Australia",1,"High-Value",-24.8848942022738,152.427910754162,"55-64","Other",42581
"Keane Moneypenny","M","1544",75,"Health","Affluent Customer","Yes",11,"16","Maple Wood Center",2155,"NSW","Australia",10,"Low-Value",-33.6963501305118,150.933886619322,"55-64","Other",61221
"Gillie Ruben","F","2277",44,"Financial Services","High Net Worth","Yes",7,"9","Grim Lane",3752,"VIC","Australia",4,"Mid-Value",-37.6216602039324,145.070314484389,"55-64","Quantitative",50958
"Madelina Marte","F","723",41,"Health","Mass Customer","Yes",6,"68861","School Hill",2199,"NSW","Australia",9,"High-Value",-33.90408827,151.024250040193,"55-64","Healthcare",44620
"Teodora Lawling","F","899",42,"Health","Affluent Customer","Yes",12,"88","Comanche Point",2486,"NSW","Australia",7,"Mid-Value",-28.2180177,153.488297414627,"55-64","Technical",43327
"Emylee Pavlov","F","2941",38,"Retail","Mass Customer","No",10,"692","Anniversary Junction",4207,"QLD","Australia",1,"Low-Value",-27.7299240994603,153.191237398608,"55-64","Administrative",47124
"Fritz Geare","M","1722",52,"Financial Services","Mass Customer","No",4,"86","Menomonie Plaza",2290,"NSW","Australia",4,"High-Value",-32.971392475641,151.697876295112,"55-64","Quantitative",50288
"Celesta Willavoys","F","132",5,"Manufacturing","Mass Customer","Yes",9,"12306","Lawn Street",2145,"NSW","Australia",8,"High-Value",-33.8133842931533,150.955551059031,"55-64","Other",53591
"Audie Pillinger","F","202",38,"Entertainment","Affluent Customer","Yes",16,"107","Elmside Parkway",4811,"QLD","Australia",5,"High-Value",-19.3978610905063,146.819870120841,"55-64","Other",55738
"Waring Selwyn","M","2754",17,"Retail","Mass Customer","No",11,"91973","Boyd Street",2287,"NSW","Australia",7,"Low-Value",-32.8938571483333,151.659698994653,"55-64","Managerial",49740
"Benny Crudge","M","2063",55,"Health","Affluent Customer","No",16,"18","Buhler Court",3186,"VIC","Australia",12,"High-Value",-37.9070613176471,145.000959789346,"55-64","Technical",55596
"Brandy Showering","M","2004",16,"Manufacturing","Affluent Customer","Yes",10,"32","Sutteridge Trail",2470,"NSW","Australia",1,"Mid-Value",-28.8432360670213,152.985959790751,"55-64","Technical",42102
"Brita Tupie","F","3003",72,"Retail","Mass Customer","Yes",4,"78","Algoma Circle",2166,"NSW","Australia",8,"Low-Value",-33.8934230151607,150.939032399098,"55-64","Technical",41342
"Sharla Creebo","F","1672",21,"IT","Affluent Customer","Yes",9,"29438","Swallow Crossing",2217,"NSW","Australia",11,"High-Value",-33.9712082457447,151.135167928865,"55-64","Technical",50102
"Dewitt Laight","M","2170",27,"Manufacturing","Affluent Customer","No",6,"5","Muir Circle",2030,"NSW","Australia",12,"Mid-Value",-33.86386975,151.278146014812,"55-64","Technical",56180
"Hazlett Goane","M","1701",11,"Manufacturing","High Net Worth","No",17,"53141","Merrick Street",2064,"NSW","Australia",12,"High-Value",-33.8094973289773,151.184050598174,"55-64","Quantitative",62936
"Nevile Abraham","M","273",54,"Argiculture","Mass Customer","No",19,"8","Texas Plaza",3081,"VIC","Australia",9,"High-Value",-37.73586718875,145.049634753248,"55-64","Technical",47415
"Mitchel Schimek","M","759",89,"Health","High Net Worth","No",13,"4","Vahlen Junction",2227,"NSW","Australia",10,"High-Value",-34.0398276692308,151.086412825937,"55-64","Technical",57990
"Marybelle Antal","F","2331",48,"Financial Services","Mass Customer","Yes",10,"94","Twin Pines Trail",2567,"NSW","Australia",8,"Mid-Value",-34.0428135076923,150.744314553532,"55-64","Technical",55859
"Alie Sowle","F","2327",19,"Property","Affluent Customer","No",6,"69893","Loomis Junction",2229,"NSW","Australia",10,"Low-Value",-34.0409508328571,151.122493239992,"55-64","Technical",56735
"Matelda Kordas","F","1804",91,"Property","Affluent Customer","No",4,"3","Mallard Center",2251,"NSW","Australia",8,"Mid-Value",-33.488239916421,151.39809286997,"55-64","Technical",48252
"Joelie Sherlaw","F","3360",77,"Health","Affluent Customer","No",5,"435","Kennedy Circle",2173,"NSW","Australia",10,"Mid-Value",-33.9751138583333,150.944667635298,"55-64","Technical",58814
"Jonie Bickerstasse","F","2926",27,"Health","High Net Worth","No",12,"970","Randy Crossing",4005,"QLD","Australia",12,"Low-Value",-27.4640051228016,153.045494530801,"55-64","Healthcare",62371
"Nancey Hastie","F","2308",52,"Financial Services","Mass Customer","Yes",17,"0","Marcy Crossing",3115,"VIC","Australia",9,"High-Value",-37.7377737436963,145.27062725354,"55-64","Other",46684
"Carolina Sexty","F","2186",61,"Health","High Net Worth","No",5,"53221","Namekagon Parkway",2557,"NSW","Australia",9,"Low-Value",-33.9910768,150.776811737964,"55-64","Technical",55605
"Kimberlee Soonhouse","F","1983",6,"Entertainment","Affluent Customer","Yes",18,"19","Barby Parkway",4127,"QLD","Australia",4,"High-Value",-27.622597985241,153.132888768268,"55-64","Administrative",49537
"Mylo Norrie","M","1442",1,"Manufacturing","Affluent Customer","No",17,"8","Prairie Rose Circle",2745,"NSW","Australia",9,"Low-Value",-33.8069656674243,150.688057811391,"55-64","Technical",57504
"Abbott Knaggs","M","3189",40,"Financial Services","Mass Customer","No",11,"69","Huxley Lane",4205,"QLD","Australia",3,"Low-Value",-27.6977578,153.155993638453,"55-64","Technical",47331
"Godiva Bulward","F","2740",61,"Financial Services","Affluent Customer","Yes",12,"28820","Monica Circle",2226,"NSW","Australia",7,"High-Value",-34.0129303759705,151.060465806761,"55-64","Other",59000
"Bibby Carnson","F","2841",19,"Health","Mass Customer","No",16,"7","Buhler Drive",2142,"NSW","Australia",7,"High-Value",-33.8323982462963,151.012906887858,"55-64","Managerial",42483
"Richie Matts","M","2018",80,"Financial Services","Affluent Customer","No",12,"23700","Dennis Way",2075,"NSW","Australia",11,"Mid-Value",-33.7245733836491,151.161163455443,"55-64","Technical",61904
"Leighton Ebbles","M","1010",24,"Financial Services","Affluent Customer","No",17,"570","Butternut Pass",2340,"NSW","Australia",4,"Low-Value",-31.1317849526171,150.931990112746,"55-64","Healthcare",46447
"Bryant Tordiffe","M","1934",70,"Financial Services","Affluent Customer","Yes",14,"64610","Sachtjen Center",2575,"NSW","Australia",10,"High-Value",-34.4388489412889,150.456722957872,"55-64","Technical",46457
"Alberik Kelsey","M","3415",43,"Property","High Net Worth","Yes",11,"1","Village Green Circle",2285,"NSW","Australia",7,"Low-Value",-32.9341089117647,151.648088775665,"55-64","Technical",50850
"Gar Wallis","M","482",33,"Health","Mass Customer","No",20,"40504","Tennyson Drive",2046,"NSW","Australia",9,"Mid-Value",-33.8642599909091,151.127724375401,"55-64","Administrative",64658
"Sibyl Bigmore","F","1106",2,"Retail","Mass Customer","No",15,"9","Superior Plaza",3185,"VIC","Australia",11,"High-Value",-37.884047634375,145.003095347211,"55-64","Other",55356
"Marna Showers","F","1639",9,"Manufacturing","Mass Customer","Yes",12,"89","Bartillon Plaza",2753,"NSW","Australia",10,"Mid-Value",-33.6083643625,150.72780217481,"55-64","Other",50641
"Drucill Petrus","F","2910",15,"Health","Mass Customer","Yes",12,"46418","Hauk Pass",3184,"VIC","Australia",10,"Mid-Value",-37.8823985015402,144.985529866262,"55-64","Healthcare",60320
"Ronalda McGeechan","F","3421",60,"Health","Affluent Customer","Yes",18,"8","Garrison Trail",2226,"NSW","Australia",10,"High-Value",-34.0129303759705,151.060465806761,"55-64","Technical",59000
"Nigel Izard","M","3461",28,"Manufacturing","Affluent Customer","Yes",17,"6","Reindahl Hill",2196,"NSW","Australia",9,"Low-Value",-33.928075563242,151.052460633086,"55-64","Technical",44116
"Star Praton","F","31",3,"Telecommunications","High Net Worth","Yes",14,"2294","Pleasure Place",2135,"NSW","Australia",12,"Low-Value",-33.8770709538462,151.088543550564,"55-64","Quantitative",42959
"Umberto Cappineer","M","2715",27,"Manufacturing","Affluent Customer","No",11,"75","Loftsgordon Hill",3147,"VIC","Australia",11,"Low-Value",-37.8636958907489,145.079475637311,"55-64","Technical",54999
"Josie Gallemore","F","2176",79,"Property","High Net Worth","Yes",12,"322","Scott Plaza",2170,"NSW","Australia",5,"Mid-Value",-33.9264704636,150.912612024628,"55-64","Quantitative",49851
"Lesley Ruskin","M","3062",78,"Manufacturing","Mass Customer","No",13,"6","Westport Road",4350,"QLD","Australia",2,"Mid-Value",-27.5667387088414,151.936658063843,"55-64","Technical",47616
"Tremain Breadon","M","1704",96,"IT","High Net Worth","No",12,"21800","Duke Parkway",3219,"VIC","Australia",3,"Low-Value",-38.165679225,144.384824842656,"55-64","Technical",44778
"Lisette Mingardi","F","2357",39,"Manufacturing","Mass Customer","No",6,"9292","Mcguire Plaza",2073,"NSW","Australia",12,"Mid-Value",-33.7477267029412,151.13706493915,"55-64","Technical",62724
"Ezra Steffan","M","2881",71,"Health","Affluent Customer","Yes",11,"8750","Corben Trail",2089,"NSW","Australia",11,"Mid-Value",-34.148683082405,150.898188888902,"55-64","Other",71775
"Rock Vickerstaff","M","2174",32,"Argiculture","High Net Worth","No",11,"5890","Comanche Trail",3429,"VIC","Australia",6,"Mid-Value",-37.5927080654145,144.734417990105,"55-64","Other",50882
"Trudie Capper","F","1822",67,"Financial Services","Mass Customer","No",9,"4365","Basil Junction",2539,"NSW","Australia",7,"High-Value",-35.3696734396226,150.435555237905,"55-64","Administrative",37452
"Brandyn Gain","M","3290",22,"Manufacturing","High Net Worth","Yes",18,"4171","Beilfuss Street",3153,"VIC","Australia",8,"High-Value",-37.8376997934524,145.266395778708,"55-64","Healthcare",48998
"Florence Held","F","524",16,"Retail","Mass Customer","No",11,"84","Calypso Circle",3690,"VIC","Australia",5,"Low-Value",-36.1368317263675,146.870722025157,"55-64","Healthcare",46941
"Catie Advani","F","314",27,"Retail","High Net Worth","Yes",5,"706","Anniversary Alley",3064,"VIC","Australia",3,"High-Value",-37.5844135765066,144.932992711957,"55-64","Administrative",48045
"Marcello Spenclay","M","1555",60,"Health","High Net Worth","No",15,"845","Mendota Center",2148,"NSW","Australia",8,"Low-Value",-33.7746678359649,150.902494340217,"55-64","Quantitative",49140
"Raquel Bamlett","F","1999",6,"Manufacturing","Mass Customer","Yes",7,"7875","Fieldstone Pass",4216,"QLD","Australia",10,"High-Value",-27.9160298693353,153.40089992033,"55-64","Technical",45796
"Burr Lygoe","M","1279",30,"Financial Services","Mass Customer","No",20,"67396","Roxbury Court",4817,"QLD","Australia",3,"Mid-Value",-19.3128572,146.7435353,"55-64","Quantitative",52028
"Brenden Dinley","M","1649",6,"Property","Mass Customer","No",7,"6","Hudson Parkway",2250,"NSW","Australia",8,"Low-Value",-33.4177301953368,151.32933541699,"55-64","Managerial",48472
"Chilton Ghirigori","M","1065",8,"Financial Services","Mass Customer","Yes",8,"7","Holmberg Circle",2018,"NSW","Australia",9,"Mid-Value",-33.9165152321429,151.204951739224,"55-64","Technical",53278
"Lilli Hargey","F","2003",80,"Manufacturing","High Net Worth","Yes",8,"64","Fallview Terrace",4500,"QLD","Australia",7,"Low-Value",-27.3137627571681,152.981263107015,"55-64","Quantitative",51356
"Dominick Downey","M","1123",50,"Property","Mass Customer","No",13,"338","Grasskamp Lane",2573,"NSW","Australia",7,"High-Value",-34.2271987369565,150.587433498031,"55-64","Quantitative",50000
"Hamel Crosser","M","2888",37,"IT","High Net Worth","Yes",16,"5674","Superior Point",2528,"NSW","Australia",7,"Mid-Value",-34.5513682047619,150.858059723846,"55-64","Managerial",45684
"Adrianne Petrecz","F","3442",17,"Retail","Mass Customer","Yes",14,"1","Rigney Circle",2295,"NSW","Australia",8,"Low-Value",-32.8816027285714,151.797235816565,"55-64","Other",53396
"Davon Stanyland","M","1053",98,"Manufacturing","Mass Customer","Yes",8,"7716","5th Alley",2250,"NSW","Australia",5,"Low-Value",-33.4177301953368,151.32933541699,"55-64","Quantitative",48472
"Sibeal Fellow","F","400",86,"Financial Services","Mass Customer","No",5,"564","Northview Junction",3195,"VIC","Australia",11,"Low-Value",-38.0126813861348,145.104881110735,"55-64","Technical",55386
"Brennan Gagen","M","683",60,"Manufacturing","Mass Customer","Yes",10,"40545","Forster Point",2262,"NSW","Australia",7,"High-Value",-33.2229399545455,151.538625999599,"55-64","Technical",44485
