"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Martynne Bullivant","F",50,3562,76,"Recruiting Manager","Retail","Affluent Customer","No",10,"4301","Haas Junction",2204,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Bianca Ricket","F",51,3834,59,"Compensation Analyst","Financial Services","Mass Customer","Yes",11,"57866","Dawn Plaza",3029,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Adelice Tams","F",51,3720,23,"Graphic Designer","Manufacturing","Mass Customer","No",15,"61","Shoshone Alley",3150,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Sandy Olford","M",51,3564,43,"Programmer Analyst IV","Financial Services","High Net Worth","Yes",18,"85476","Shasta Park",2065,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Roby Samson","F",51,3580,61,"Occupational Therapist","Health","Mass Customer","No",10,"4605","Lakewood Gardens Terrace",3216,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Fairfax Pummery","M",51,3613,27,"Budget/Accounting Analyst II","Health","Mass Customer","Yes",9,"65769","Hoard Plaza",3030,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Yanaton Beacom","M",51,3750,78,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",6,"92","Northridge Park",2450,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Kathlin Robker","F",51,3978,4,"Developer II","Financial Services","Mass Customer","No",5,"5106","Northridge Drive",2560,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Tedmund Clawsley","M",52,3705,26,"VP Marketing","Manufacturing","Mass Customer","Yes",15,"6","3rd Point",2256,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Carlyle Frape","M",52,3647,62,"Marketing Manager","Manufacturing","Affluent Customer","No",4,"4","Barby Point",4216,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Jessie Wards","M",52,3687,84,"Software Engineer III","Manufacturing","Mass Customer","Yes",14,"2","Barby Court",2133,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Lazar Restall","M",52,3700,64,"Associate Professor","Entertainment","Mass Customer","No",19,"0","Esker Point",4207,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Dianemarie Kidgell","F",52,3975,2,"Administrative Assistant I","Entertainment","Affluent Customer","No",18,"37","Hintze Court",2168,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Van Durnell","M",52,3842,24,"Staff Accountant II","Financial Services","Mass Customer","Yes",12,"713","Redwing Crossing",2121,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Ilaire Redborn","M",52,3778,99,"Dental Hygienist","Health","High Net Worth","No",10,"69131","Kipling Alley",3351,"VIC","Australia",4,0,0,0,0,"Low-Value"
"Kory Mabson","M",52,3831,10,"Librarian","Entertainment","Affluent Customer","Yes",6,"36708","Algoma Junction",2170,"NSW","Australia",6,0,0,0,0,"Low-Value"
"Findlay Lubman","M",52,3604,3,"VP Quality Control","Health","High Net Worth","Yes",9,"4","Macpherson Drive",2560,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Auberta Andrault","F",52,3801,76,"Research Nurse","Health","Mass Customer","Yes",17,"53","Texas Road",2262,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Bettye Dumberrill","F",52,3643,62,"Technical Writer","Retail","Mass Customer","No",15,"686","Scoville Drive",3012,"VIC","Australia",5,0,0,0,0,"Low-Value"
"Violetta Monnery","F",52,3799,94,"Tax Accountant","Property","High Net Worth","No",18,"72204","Springs Way",3104,"VIC","Australia",12,0,0,0,0,"Low-Value"
"Georgine Poutress","F",52,3877,55,"Account Coordinator","Property","High Net Worth","No",11,"733","Comanche Crossing",2304,"NSW","Australia",6,0,0,0,0,"Low-Value"
"Christina Grevatt","F",52,3768,44,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",14,"6","Maple Wood Junction",4012,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Olivie Nazair","F",52,3881,50,"Account Representative II","Financial Services","Affluent Customer","No",18,"9","Columbus Pass",2327,"NSW","Australia",3,0,0,0,0,"Low-Value"
"Leila Elcombe","F",53,3802,9,"Chief Design Engineer","Telecommunications","High Net Worth","Yes",5,"6","Morningstar Park",2324,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Dido Austick","F",53,3955,87,"Geologist II","Argiculture","Mass Customer","Yes",7,"724","Erie Way",3500,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Elisha Venny","M",53,3725,37,"Research Assistant II","Manufacturing","Mass Customer","Yes",5,"6033","Blaine Court",2075,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Trudi Bickerstasse","F",53,3636,42,"Director of Sales","Financial Services","Mass Customer","Yes",18,"58","Hoepker Center",4343,"QLD","Australia",2,0,0,0,0,"Low-Value"
"Tanitansy McTrustam","F",53,3947,26,"GIS Technical Architect","Health","Mass Customer","No",12,"9796","Pearson Hill",2223,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Pincus Woodard","M",53,3958,8,"Actuary","Financial Services","Affluent Customer","Yes",16,"50774","Dennis Park",3631,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Marcos Algar","M",53,3766,47,"Desktop Support Technician","Financial Services","Mass Customer","Yes",19,"85958","Bartillon Way",3201,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Uriah Chantree","M",53,3611,20,"Statistician II","Financial Services","Affluent Customer","Yes",10,"2","Homewood Pass",4211,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Mollee Jeavons","F",53,3741,19,"Nurse","Health","Affluent Customer","Yes",16,"52","Helena Lane",2192,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Kayla Alentyev","F",53,3501,63,"Operator","Telecommunications","Mass Customer","Yes",18,"16","Carberry Pass",2119,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Modesty Storks","F",54,3970,73,"Sales Representative","Retail","High Net Worth","Yes",12,"2","Fair Oaks Lane",3977,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Farra Klimkiewich","F",54,3816,93,"Safety Technician I","Property","Mass Customer","Yes",18,"1","Fordem Road",2144,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Cal Wilber","M",54,3808,66,"Recruiting Manager","Manufacturing","Mass Customer","Yes",11,"43","Hollow Ridge Center",3215,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Rochette Ebbens","F",54,3576,10,"Account Coordinator","Financial Services","Mass Customer","No",11,"9004","Wayridge Drive",2799,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Tonya Worthington","F",54,3678,52,"Engineer IV","Manufacturing","Mass Customer","No",19,"4314","Ridgeview Court",2176,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Letty Giacobelli","F",54,3777,13,"Cost Accountant","Financial Services","High Net Worth","Yes",6,"761","Carioca Drive",4226,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Fernande Jahan","F",54,3785,93,"Compensation Analyst","Financial Services","Affluent Customer","No",14,"53533","Dakota Pass",2077,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Shannah Pountain","F",54,3531,4,"Marketing Manager","Retail","Affluent Customer","Yes",11,"75","Grim Circle",2147,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Thayne Canepe","M",55,3861,87,"Junior Executive","Retail","Affluent Customer","No",9,"1628","Bonner Hill",2480,"NSW","Australia",3,0,0,0,0,"Low-Value"
"Emelda Allbones","F",55,3561,15,"Help Desk Operator","Financial Services","Mass Customer","Yes",5,"800","Donald Hill",4000,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Astrix Sigward","F",55,3966,53,"Geologist I","Property","Mass Customer","Yes",11,"4","Debra Hill",3106,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Alic Juniper","M",55,3950,72,"Senior Financial Analyst","Financial Services","High Net Worth","Yes",12,"147","Brickson Park Drive",4017,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Di Borsnall","F",55,3952,96,"Media Manager I","Manufacturing","Affluent Customer","No",10,"72","Briar Crest Hill",3148,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Yorker Dennison","M",55,3798,13,"Editor","Manufacturing","Mass Customer","Yes",17,"39946","Kenwood Court",3070,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Peder Frotton","M",55,3644,13,"Physical Therapy Assistant","Financial Services","High Net Worth","Yes",17,"41","Bay Pass",2018,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Donella Disley","F",55,3880,77,"Web Designer I","Manufacturing","Mass Customer","No",14,"2079","Del Sol Hill",2761,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Marice Morrice","F",55,3849,2,"Database Administrator III","Property","Mass Customer","Yes",15,"99476","Mitchell Street",2508,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Laurence Aulsford","M",56,3536,46,"Professor","Retail","Affluent Customer","No",18,"97461","Drewry Trail",3072,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Leodora Cowill","F",56,3905,72,"Product Engineer","Argiculture","High Net Worth","No",5,"24688","Hollow Ridge Way",3064,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Orel Joncic","F",56,3689,26,"Automation Specialist II","Health","Mass Customer","Yes",7,"732","David Lane",3350,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Vanni McAloren","F",56,3897,36,"Junior Executive","Manufacturing","High Net Worth","Yes",5,"6","Calypso Parkway",4161,"QLD","Australia",5,0,0,0,0,"Low-Value"
"Willow Cutmere","F",56,3876,22,"Internal Auditor","Financial Services","High Net Worth","No",16,"2","Victoria Crossing",3280,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Marinna Ors","F",56,3762,48,"Software Engineer III","Property","Mass Customer","No",14,"28008","Mesta Lane",2767,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Willem Spraging","M",57,3511,23,"Food Chemist","Health","Affluent Customer","No",10,"8479","Hazelcrest Street",3340,"VIC","Australia",4,0,0,0,0,"Low-Value"
"Evyn Rouby","M",57,3618,2,"Statistician IV","Retail","Affluent Customer","Yes",19,"23301","Bluestem Drive",3146,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Darby Jellett","M",57,3706,20,"Assistant Professor","Argiculture","Affluent Customer","Yes",10,"828","Cascade Crossing",3196,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Jodee Macewan","F",57,3549,0,"Sales Representative","Retail","Mass Customer","No",7,"360","Green Ridge Junction",2508,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Tadeas Shitliff","M",58,3661,34,"Research Associate","Manufacturing","Mass Customer","Yes",7,"772","Superior Street",2759,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Derk Willingale","M",58,3676,27,"Health Coach I","Health","Affluent Customer","No",11,"2615","Declaration Court",2031,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Mariejeanne Kelling","F",58,3787,1,"Systems Administrator III","Manufacturing","High Net Worth","No",6,"1","Carey Crossing",2047,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Katrinka Van der Beken","F",58,3977,31,"Biostatistician II","Manufacturing","Mass Customer","Yes",16,"327","Loeprich Street",3187,"VIC","Australia",11,0,0,0,0,"Low-Value"
"Morgen Sieghart","M",58,3796,51,"Paralegal","Financial Services","Mass Customer","Yes",9,"9","Dwight Drive",2710,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Josselyn Mathey","F",58,3583,71,"Assistant Professor","Retail","Affluent Customer","No",5,"66028","Randy Terrace",2155,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Jarred Lyste","M",58,3983,19,"Graphic Designer","Manufacturing","Mass Customer","Yes",9,"60","Morningstar Center",2126,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Barbie Gergler","F",58,3942,82,"Administrative Officer","Manufacturing","Mass Customer","No",12,"62","Luster Avenue",2036,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Brnaby Doughtery","M",58,3855,89,"General Manager","Retail","Mass Customer","No",16,"20370","Fordem Pass",4825,"QLD","Australia",4,0,0,0,0,"Low-Value"
"Corabel Todd","F",59,3823,5,"Budget/Accounting Analyst II","Retail","Affluent Customer","No",4,"20","Susan Court",3015,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Carrol Gheorghie","M",59,3229,69,"Sales Representative","Retail","High Net Worth","Yes",6,"2","Del Sol Circle",3012,"VIC","Australia",1,0,0,0,0,"Low-Value"
"Erny Andryushin","M",59,3818,5,"Sales Representative","Retail","Mass Customer","Yes",7,"9","Donald Junction",2046,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Dulcie Nealon","F",59,3887,66,"Computer Systems Analyst IV","Financial Services","Affluent Customer","No",7,"1728","Springview Lane",4509,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Beckie Wakeham","F",59,3987,18,"Help Desk Technician","Argiculture","Mass Customer","No",7,"9","Grover Point",4218,"QLD","Australia",10,0,0,0,0,"Low-Value"
"Eliot Scammell","M",59,3528,69,"Internal Auditor","Manufacturing","Mass Customer","Yes",7,"6","Moulton Point",2145,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Fowler Scotsbrook","M",59,3577,29,"Staff Scientist","Retail","High Net Worth","No",10,"505","Village Pass",4007,"QLD","Australia",4,0,0,0,0,"Low-Value"
"Nils McGebenay","M",59,3980,41,"Web Designer I","Manufacturing","Mass Customer","No",12,"7","Meadow Vale Court",2114,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Hunt Scollard","M",60,2660,44,"Sales Representative","Retail","High Net Worth","Yes",19,"68128","Leroy Street",4213,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Ilyssa Piaggia","F",60,3864,23,"Help Desk Technician","Manufacturing","Mass Customer","Yes",10,"0","Arapahoe Court",4305,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Travis Kaszper","M",60,3520,41,"Research Nurse","Health","Mass Customer","Yes",16,"25","Schurz Avenue",2071,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Bendicty Juste","M",60,3874,47,"Actuary","Financial Services","Mass Customer","No",19,"2084","Rockefeller Crossing",2150,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Traci Beeckx","F",60,3919,38,"Cost Accountant","Financial Services","High Net Worth","No",18,"802","Bashford Hill",3150,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Carolan Jorez","F",60,3973,24,"Editor","Manufacturing","High Net Worth","No",17,"4","Express Plaza",2191,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Keriann Perdue","F",60,3504,39,"Business Systems Development Analyst","Manufacturing","Mass Customer","Yes",6,"18072","American Parkway",3195,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Clemence Kornas","F",60,3634,35,"Speech Pathologist","Financial Services","High Net Worth","Yes",15,"678","Monterey Center",2759,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Bobbe Lomaz","F",60,3765,20,"Automation Specialist IV","Property","Mass Customer","No",18,"8397","Holy Cross Parkway",2087,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Lois Laskey","F",60,3708,72,"Cost Accountant","Financial Services","Mass Customer","No",19,"6407","Pierstorff Center",4209,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Orlan Dunning","M",61,3696,27,"Senior Financial Analyst","Financial Services","High Net Worth","No",15,"19","Daystar Alley",2761,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Bo Vell","M",61,3658,15,"Assistant Media Planner","Entertainment","Mass Customer","Yes",9,"379","Scofield Pass",3101,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Marc Torrans","M",61,3840,27,"Legal Assistant","Manufacturing","High Net Worth","No",5,"420","Twin Pines Crossing",3338,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Darcy Ilett","M",61,3514,25,"Environmental Specialist","Health","Mass Customer","No",8,"7","Rieder Street",3155,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Concordia Lunbech","F",61,3585,41,"Compensation Analyst","Financial Services","High Net Worth","Yes",20,"62","Dixon Parkway",3103,"VIC","Australia",12,0,0,0,0,"Low-Value"
"Wilie Glanton","F",61,3788,73,"Environmental Specialist","Financial Services","Mass Customer","No",18,"7524","David Place",2850,"NSW","Australia",3,0,0,0,0,"Low-Value"
"Mignonne Barwood","F",61,3631,76,"Project Manager","IT","High Net Worth","Yes",16,"897","Forest Dale Terrace",4035,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Maurita O'Kinedy","F",61,3982,89,"General Manager","Manufacturing","Mass Customer","Yes",12,"38017","Briar Crest Drive",2165,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Mavra Padell","F",61,3890,72,"Physical Therapy Assistant","Retail","Mass Customer","No",10,"13","Mendota Parkway",2558,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Ardith Portigall","F",61,3642,39,"Nurse","Health","Affluent Customer","Yes",8,"26138","Katie Point",2800,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Godart Gooderick","M",61,3600,88,"Staff Accountant II","Health","Mass Customer","No",16,"4386","Spaight Court",3752,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Zed Douris","M",61,3551,37,"Pharmacist","Health","Mass Customer","Yes",8,"392","Grim Pass",4680,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Lemuel Gerram","M",61,3714,83,"VP Sales","Manufacturing","Mass Customer","No",6,"616","Messerschmidt Place",2350,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Nalani Dummer","F",61,3589,73,"Computer Systems Analyst II","Health","High Net Worth","No",17,"1","Esker Pass",4575,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Doll Benedicto","F",61,3681,90,"Community Outreach Specialist","Property","Mass Customer","Yes",20,"8","Grover Parkway",2089,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Mordy Hedin","M",61,3570,13,"Marketing Manager","Entertainment","Mass Customer","No",7,"663","Sunfield Court",3564,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Adler Teale","M",61,3584,95,"Account Coordinator","Health","Mass Customer","No",10,"78478","Pond Road",4128,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Beryle Qusklay","F",62,3582,66,"Media Manager II","Property","Mass Customer","No",17,"878","Cody Point",2155,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Cchaddie Heffron","M",62,3735,91,"Senior Quality Engineer","Entertainment","Mass Customer","No",15,"79","Butterfield Street",2016,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Veda Faill","F",62,3742,79,"Editor","Property","High Net Worth","Yes",16,"3","High Crossing Parkway",3006,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Linea Kubica","F",62,3692,47,"Business Systems Development Analyst","Argiculture","High Net Worth","Yes",6,"9738","Delaware Crossing",2753,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Karalee Hosten","F",62,3781,30,"Graphic Designer","Retail","Mass Customer","Yes",12,"69","Porter Parkway",4128,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Peta Nunes Nabarro","F",62,3752,67,"Administrative Assistant I","Argiculture","Affluent Customer","Yes",16,"8261","Aberg Junction",2176,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Thaddeus McLurg","M",62,3746,64,"Developer II","Health","Affluent Customer","Yes",16,"1","Utah Alley",2232,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Loren Pischof","M",62,3627,92,"Teacher","Health","High Net Worth","Yes",14,"9284","Randy Alley",2217,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Wyatan Rogeon","M",62,3657,95,"Internal Auditor","Manufacturing","High Net Worth","No",8,"249","Merchant Terrace",4211,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Cozmo Rylstone","M",62,3645,47,"Structural Analysis Engineer","Manufacturing","High Net Worth","No",14,"155","Sunfield Way",3212,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Berkie Gimber","M",62,3614,59,"Environmental Specialist","Retail","Affluent Customer","Yes",18,"2","Havey Point",2759,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Henrie Beadman","F",62,3588,15,"Web Developer III","Health","Affluent Customer","Yes",18,"33221","Maple Wood Place",2260,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Josepha Finder","F",62,3803,54,"Dental Hygienist","Health","Mass Customer","Yes",11,"6901","Russell Street",3977,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Ellene Scinelli","F",62,3711,61,"Associate Professor","Manufacturing","Affluent Customer","Yes",9,"7740","Crescent Oaks Circle",4350,"QLD","Australia",5,0,0,0,0,"Low-Value"
"Emmy MacGibbon","F",62,3754,74,"Senior Developer","Telecommunications","Mass Customer","No",19,"9295","Judy Terrace",2753,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Erinn Ewing","F",62,3847,8,"Analyst Programmer","Health","Mass Customer","Yes",14,"38473","Waubesa Alley",2759,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Angelia McPake","F",62,3902,2,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",9,"60","Towne Pass",2877,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Misha Ranklin","F",62,3974,82,"Technical Writer","Health","Affluent Customer","Yes",9,"81609","Vernon Terrace",3934,"VIC","Australia",8,0,0,0,0,"Low-Value"
